candidate_id,candidate_name,candidate_type,source,source_url,public_ownership_evidence,coordinate_basis,name_key,duplicate_of,country_boundary_flag,distance_to_fds_km,rank_by_distance,label,elevation_m,slope_deg,nearest_mapped_road_km,nearest_track_km,nearest_waterway_km,nearest_mapped_road_name,nearest_road_surface,nearest_road_access_tag,straightline_waterway_intersections,within_fds_5km,site_id,fds_name,state,longitude,latitude,feasibility
OSM_node/7894259131,SK Pohon Batu,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7894259131,ownership not recorded; verify,OSM point or point on mapped facility footprint,POHONBATU,NA,within Malaysia or boundary tolerance,0.15378439982251,1,C01,535.92779541015625,2.9681787490844727,0.03901830253128614,4.238315867428347,0.09069840426896089,,,,0,TRUE,S095,POHON BATU,SABAH,116.189841,4.790993099999997,Candidate for field review; conversion suitability unverified
OSM_way/1375761835,Sekolah Binanun,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1375761835,ownership not recorded; verify,OSM point or point on mapped facility footprint,SEKOLAHBINANUN,NA,within Malaysia or boundary tolerance,5.6851698823953996,2,C02,493.0798645019531,3.9713516235351563,0.03460750553460698,0.14903054176755137,0.05039961158709724,,,,1,FALSE,S095,POHON BATU,SABAH,116.22328467864538,4.828012632593062,Candidate for field review; conversion suitability unverified
OSM_node/6742935414,SK Nangkawangan,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/6742935414,ownership not recorded; verify,OSM point or point on mapped facility footprint,NANGKAWANGAN,NA,within Malaysia or boundary tolerance,8.905071416760581,3,C03,480.5303955078125,2.5854501724243164,0.12859772810367573,0.28987601510051686,0.046502727002144015,,,,3,FALSE,S095,POHON BATU,SABAH,116.2429258,4.849354900000001,Candidate for field review; conversion suitability unverified
OSM_node/7886119760,Sekolah Mamagun,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7886119760,ownership not recorded; verify,OSM point or point on mapped facility footprint,SEKOLAHMAMAGUN,NA,within Malaysia or boundary tolerance,9.762379797662009,4,C04,554.0579833984375,10.304818153381348,0.06135211863975234,1.1842952579300055,0.09181316656613284,,,,1,FALSE,S095,POHON BATU,SABAH,116.17277960000001,4.876660899999998,Candidate for field review; conversion suitability unverified
OSM_way/1375761835,Sekolah Binanun,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1375761835,ownership not recorded; verify,OSM point or point on mapped facility footprint,SEKOLAHBINANUN,NA,within Malaysia or boundary tolerance,0.0047770614092301515,1,C01,495.342529296875,6.675702095031738,0.03460750553460698,0.14903054176755137,0.05039961158709724,,,,0,TRUE,S096,BINANON,SABAH,116.22328467864538,4.828012632593062,Candidate for field review; conversion suitability unverified
OSM_node/6742935414,SK Nangkawangan,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/6742935414,ownership not recorded; verify,OSM point or point on mapped facility footprint,NANGKAWANGAN,NA,within Malaysia or boundary tolerance,3.222999754924079,2,C02,479.9934387207031,1.894191026687622,0.12859772810367573,0.28987601510051686,0.046502727002144015,,,,2,TRUE,S096,BINANON,SABAH,116.2429258,4.849354900000001,Candidate for field review; conversion suitability unverified
OSM_node/7894259131,SK Pohon Batu,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7894259131,ownership not recorded; verify,OSM point or point on mapped facility footprint,POHONBATU,NA,within Malaysia or boundary tolerance,5.535530382826627,3,C03,535.7279052734375,3.672116756439209,0.03901830253128614,4.238315867428347,0.09069840426896089,,,,1,FALSE,S096,BINANON,SABAH,116.189841,4.790993099999997,Candidate for field review; conversion suitability unverified
OSM_node/7886107518,SK Ponontomon,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7886107518,ownership not recorded; verify,OSM point or point on mapped facility footprint,PONONTOMON,NA,within Malaysia or boundary tolerance,7.3331627033873685,4,C04,461.8979187011719,1.3519617319107056,0.23373555656324765,1.3738589832016022,0.06216133855583938,,,,3,FALSE,S096,BINANON,SABAH,116.26510350000001,4.8790910999999975,Candidate for field review; conversion suitability unverified
OSM_node/7886119760,Sekolah Mamagun,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7886119760,ownership not recorded; verify,OSM point or point on mapped facility footprint,SEKOLAHMAMAGUN,NA,within Malaysia or boundary tolerance,7.786713827081066,5,C05,552.32635498046875,8.780155181884766,0.06135211863975234,1.1842952579300055,0.09181316656613284,,,,1,FALSE,S096,BINANON,SABAH,116.17277960000001,4.876660899999998,Candidate for field review; conversion suitability unverified
OSM_node/6742935414,SK Nangkawangan,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/6742935414,ownership not recorded; verify,OSM point or point on mapped facility footprint,NANGKAWANGAN,NA,within Malaysia or boundary tolerance,0.13774343621699212,1,C01,480.2197570800781,1.015787124633789,0.12859772810367573,0.28987601510051686,0.046502727002144015,,,,0,TRUE,S097,NANGKAWANGAN,SABAH,116.2429258,4.849354900000001,Candidate for field review; conversion suitability unverified
OSM_way/1375761835,Sekolah Binanun,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1375761835,ownership not recorded; verify,OSM point or point on mapped facility footprint,SEKOLAHBINANUN,NA,within Malaysia or boundary tolerance,3.357335272215172,2,C02,493.5442810058594,4.434532165527344,0.03460750553460698,0.14903054176755137,0.05039961158709724,,,,2,TRUE,S097,NANGKAWANGAN,SABAH,116.22328467864538,4.828012632593062,Candidate for field review; conversion suitability unverified
OSM_node/7886107518,SK Ponontomon,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7886107518,ownership not recorded; verify,OSM point or point on mapped facility footprint,PONONTOMON,NA,within Malaysia or boundary tolerance,3.9818992841159226,3,C03,461.92779541015625,1.080673098564148,0.23373555656324765,1.3738589832016022,0.06216133855583938,,,,1,TRUE,S097,NANGKAWANGAN,SABAH,116.26510350000001,4.8790910999999975,Candidate for field review; conversion suitability unverified
OSM_node/7886119760,Sekolah Mamagun,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7886119760,ownership not recorded; verify,OSM point or point on mapped facility footprint,SEKOLAHMAMAGUN,NA,within Malaysia or boundary tolerance,8.385771263471653,4,C04,563.233154296875,16.751447677612305,0.06135211863975234,1.1842952579300055,0.09181316656613284,,,,1,FALSE,S097,NANGKAWANGAN,SABAH,116.17277960000001,4.876660899999998,Candidate for field review; conversion suitability unverified
OSM_node/7894259131,SK Pohon Batu,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7894259131,ownership not recorded; verify,OSM point or point on mapped facility footprint,POHONBATU,NA,within Malaysia or boundary tolerance,8.895951040304999,5,C05,535.23480224609375,2.710721254348755,0.03901830253128614,4.238315867428347,0.09069840426896089,,,,3,FALSE,S097,NANGKAWANGAN,SABAH,116.189841,4.790993099999997,Candidate for field review; conversion suitability unverified
OSM_way/1362008800,Kantor Kecamatan Lumbis Pansiangan,townhall,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1362008800,ownership not recorded; verify,OSM point or point on mapped facility footprint,KANTORKECAMATANLUMBISPANSIANGAN,NA,within Malaysia or boundary tolerance,5.080142160423542,1,C01,106.2401351928711,17.66253662109375,2.7505701739653508,1.5821504929873689,0.05085657734364683,Jalan Poros Mensalong - Tau Lumbis,unpaved,,1,FALSE,S098,BANTUL,SABAH,116.42308318148562,4.301690749996089,Candidate for field review; conversion suitability unverified
OSM_way/541896433,SK Melangkap,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/541896433,ownership not recorded; verify,OSM point or point on mapped facility footprint,MELANGKAP,NA,within Malaysia or boundary tolerance,2.1440043127232373,1,C01,167.0462646484375,2.102922201156616,0.06245880755622113,2.38939910346488,0.1368292838532627,Jalan Kampung Melangkap,unpaved,,1,TRUE,S099,SONSOGON MUGIS,SABAH,116.78026612038096,6.287745229009227,Candidate for field review; conversion suitability unverified
OSM_way/542438978,SK Marak Parak,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/542438978,ownership not recorded; verify,OSM point or point on mapped facility footprint,MARAKPARAK,NA,within Malaysia or boundary tolerance,7.7666175079496105,2,C02,138.40457153320313,2.5504448413848877,0.11097677067860101,0.13142478842762798,0.3264972716014963,Jalan Tagibang,asphalt,,1,FALSE,S099,SONSOGON MUGIS,SABAH,116.73754439721485,6.31609773135288,Candidate for field review; conversion suitability unverified
K0359,Klinik Kesihatan Marak Parak,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=2418,health-facility register; confirm property and operating status,supplied register coordinates,MARAKPARAK,NA,within Malaysia or boundary tolerance,7.837714254635559,3,C03,135.6983642578125,2.0507986545562744,0.039735151002671526,0.2720652280754615,0.3774879151617489,Jalan Tagibang,asphalt,,1,FALSE,S099,SONSOGON MUGIS,SABAH,116.73611,6.31528,Candidate for field review; conversion suitability unverified
